Study,headstable,Scan,ROI,CoordSys,Subjects,Women,Gender,Mode,FixedRandom,Stimuli,Method_,Emotion,Valence,EERMean,EERSD,EERRS,Subtraction,Contrast,Target,Ref,Other,Intrascan_cog,x,y,z,zscore,tscore,p_threshold,pcorrection,Region,Notes,SubjectiveWeights,Affect_focus,Cog_load,object_eval,feel_arousal,phys_arous
ODohertry2001a,no,fMRI,no,T88,7,NaN,NaN,exp,rand,food,taste,aff,neg,yes,yes,yes,unpleasant_taste_vs_neutral_taste,254,salt,tasteless_control,NaN,NaN,15,21,42,NaN,NaN,0.01,uncorrected,R_Anterior_cingulate_cortex,NaN,1,NaN,no,NaN,neutral,n
ODohertry2001a,no,fMRI,no,T88,7,NaN,NaN,exp,rand,food,taste,aff,neg,yes,yes,yes,unpleasant_taste_vs_neutral_taste,254,salt,tasteless_control,NaN,NaN,-16,39,24,NaN,NaN,0.01,uncorrected,L_Anterior_cingulate_cortex,NaN,1,NaN,no,NaN,neutral,n
ODohertry2001a,no,fMRI,no,T88,7,NaN,NaN,exp,rand,food,taste,aff,neg,yes,yes,yes,unpleasant_taste_vs_neutral_taste,254,salt,tasteless_control,NaN,NaN,24,8,-22,NaN,NaN,0.01,uncorrected,R_anterior_temporal_area,NaN,1,NaN,no,NaN,neutral,n
ODohertry2001a,no,fMRI,no,T88,7,NaN,NaN,exp,rand,food,taste,aff,neg,yes,yes,yes,unpleasant_taste_vs_neutral_taste,254,salt,tasteless_control,NaN,NaN,-33,16,25,NaN,NaN,0.01,uncorrected,L_Inferior_prefrontal_cortex,NaN,1,NaN,no,NaN,neutral,n
ODohertry2001a,no,fMRI,no,T88,7,NaN,NaN,exp,rand,food,taste,aff,neg,yes,yes,yes,unpleasant_taste_vs_neutral_taste,254,salt,tasteless_control,NaN,NaN,-44,30,31,NaN,NaN,0.01,uncorrected,L_Inferior_prefrontal_cortex,NaN,1,NaN,no,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,pos,no,no,no,reward_vs_punishment,255,NaN,NaN,NaN,NaN,6,42,-24,NaN,NaN,0.005,uncorrected,ofc,NaN,1,background,yes,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,pos,no,no,no,reward_vs_punishment,255,NaN,NaN,NaN,NaN,-10,40,-22,NaN,NaN,0.005,uncorrected,ofc,NaN,1,background,yes,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,pos,no,no,no,reward_vs_punishment,255,NaN,NaN,NaN,NaN,-4,28,-18,NaN,NaN,0.005,uncorrected,ofc,NaN,1,background,yes,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,pos,no,no,no,reward_vs_punishment,255,NaN,NaN,NaN,NaN,-4,48,-28,NaN,NaN,0.005,uncorrected,ofc,NaN,1,background,yes,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,neg,no,no,no,punishment_vs_reward,256,NaN,NaN,NaN,NaN,36,58,-12,NaN,NaN,0.005,uncorrected,right_inferior_prefontal_sulcus,NaN,1,background,yes,NaN,neutral,n
ODoherty2001b,no,fMRI,yes,T88,9,6,b,exp,rand,pictures,visual,aff,neg,no,no,no,punishment_vs_reward,256,NaN,NaN,NaN,NaN,48,33,23,NaN,NaN,0.005,uncorrected,right_inferior_prefontal_sulcus,NaN,1,background,yes,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,-38,34,-18,3.96,NaN,0.001,uncorrected,L_Orbitofrontal_cortex,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,-60,0,20,3.77,NaN,0.001,uncorrected,Brocas_Area,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,10,12,36,3.22,NaN,0.001,uncorrected,R_Anterior_cingulate_cortex,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,42,10,0,3.13,NaN,0.001,uncorrected,R_insula,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,-18,-46,-24,-4.49,NaN,0.001,uncorrected,L_Cerebellum,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,-58,-14,-8,-4.05,NaN,0.001,uncorrected,L_Middle_temporal_gyrus,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,46,-70,4,-3.94,NaN,0.001,uncorrected,R_Occipital_gyrus,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,32,-64,-14,-3.52,NaN,0.001,uncorrected,R_Lingual_gyrus,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,24,-42,-24,-3.3,NaN,0.001,uncorrected,R_Cerebellum,NaN,0.75,NaN,no,NaN,neutral,n
Ottowitz2004,no,PET,no,MNI,8,8,f,exp,fixed,scenario,imagery,sad,neg,yes,yes,yes,sadness_induction_vs_baseline,257,NaN,NaN,NaN,NaN,-48,12,-18,-3.2,NaN,0.001,uncorrected,L_Superior_temporal_cortex,NaN,0.75,NaN,no,NaN,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_faces,258,NaN,NaN,NaN,NaN,-10,-27,3,NaN,3.81,0.05,uncorrected,Thalamus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_faces,258,NaN,NaN,NaN,NaN,7,-73,7,NaN,4.07,0.05,uncorrected,primary_visual_cortex,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_faces,258,NaN,NaN,NaN,NaN,-6,-57,-24,NaN,4.29,0.05,uncorrected,cerebellar_nuclei,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_faces,259,NaN,NaN,NaN,NaN,4,-9,10,NaN,4.67,0.05,uncorrected,Thalamus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_faces,259,NaN,NaN,NaN,NaN,-55,-38,1,NaN,4.78,0.05,uncorrected,L_Superior_temporal_sulcus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_faces,259,NaN,NaN,NaN,NaN,9,-67,7,NaN,4.31,0.05,uncorrected,lingual_gyrus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_scenes,260,NaN,NaN,NaN,NaN,2,22,-12,NaN,4.19,0.05,uncorrected,ventral_medial_pfc,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_scenes,260,NaN,NaN,NaN,NaN,37,-51,-15,NaN,4.64,0.05,uncorrected,R_Fusiform_gyrus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_scenes,260,NaN,NaN,NaN,NaN,-39,-69,-12,NaN,4.96,0.05,uncorrected,L_Fusiform_gyrus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_scenes,260,NaN,NaN,NaN,NaN,42,-70,-2,NaN,4.35,0.05,uncorrected,R_inferior_temporal_cortex,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_neutral_scenes,260,NaN,NaN,NaN,NaN,-56,-32,1,NaN,4.12,0.05,uncorrected,L_middle_superior_temporal_gyri_superior_temporal_sulcus,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_pictures,261,NaN,NaN,NaN,NaN,1,46,-21,NaN,5.11,0.05,uncorrected,ventral_medial_pfc,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_pictures,261,NaN,NaN,NaN,NaN,-19,18,-15,NaN,4.94,0.05,uncorrected,L_posterior_ventral_pfc,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_pictures,261,NaN,NaN,NaN,NaN,44,-65,3,NaN,5.73,0.05,uncorrected,R_inferior_temporal_cortex,NaN,0.75,foreground,yes,feeling,neutral,n
paradiso03,no,PET,no,T88,17,8,b,mix,fixed,faces,visual,sad,neg,yes,yes,yes,sad_vs_happy_pictures,261,NaN,NaN,NaN,NaN,-55,-38,1,NaN,4.49,0.05,uncorrected,L_Superior_temporal_sulcus,NaN,0.75,foreground,yes,feeling,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,disgust,neg,yes,yes,yes,disgust_vs_neutral,262,disgust,neutral,missing_info,passive,-2,-18,8,NaN,6.76,0.0005,uncorrected,thal,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,disgust,neg,yes,yes,yes,NaN,263,disgust,neutral,missing_info,passive,38,-54,-16,NaN,7.48,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,disgust,neg,yes,yes,yes,NaN,263,disgust,neutral,missing_info,passive,-41,-76,6,NaN,6.87,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,disgust,neg,yes,yes,yes,NaN,263,disgust,neutral,missing_info,passive,-4,-84,9,NaN,4.5,0.0005,uncorrected,oc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,disgust,neg,yes,yes,yes,NaN,263,disgust,neutral,missing_info,passive,-10,-70,-42,NaN,4.32,0.0005,uncorrected,cb,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,aff,neg,yes,yes,yes,higharousal_neg_vs_neutral,264,arousal_neg,neutral,missing_info,passive,-23,8,-17,NaN,3.99,0.0005,uncorrected,ofc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,aff,neg,yes,yes,yes,higharousal_neg_vs_neutral,264,arousal_neg,neutral,missing_info,passive,50,-65,6,NaN,6.9,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,aff,neg,yes,yes,yes,higharousal_neg_vs_neutral,264,arousal_neg,neutral,missing_info,passive,-36,-74,-10,NaN,5.73,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,aff,neg,yes,yes,yes,higharousal_neg_vs_neutral,264,arousal_neg,neutral,missing_info,passive,24,-82,29,NaN,4.1,0.0005,uncorrected,oc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,aff,neg,yes,yes,yes,higharousal_neg_vs_neutral,264,arousal_neg,neutral,missing_info,passive,-3,-87,14,NaN,3.9,0.0005,uncorrected,oc,NaN,0.75,NaN,no,NaN,high,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,happy_vs_neutral,265,happy,neutral,missing_info,passive,32,8,-23,NaN,3.96,0.0005,uncorrected,hipp,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,51,-55,5,NaN,6.71,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-39,-57,-17,NaN,6.36,0.0005,uncorrected,oc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-43,-69,14,NaN,4.7,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-53,3,-14,NaN,3.81,0.0005,uncorrected,tc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-37,-31,18,NaN,4.29,0.0005,uncorrected,pc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-2,-87,2,NaN,6.18,0.0005,uncorrected,oc,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso97,no,PET,no,T88,8,6,b,exp,fixed,film,visual,happy,pos,yes,yes,yes,NaN,266,happy,neutral,missing_info,passive,-3,-55,-38,NaN,4.95,0.0005,uncorrected,cb,NaN,0.75,NaN,no,NaN,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,-17,18,-8,4.75,NaN,0.001,uncorrected,bg,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,2,-52,19,6.08,NaN,0.001,uncorrected,pcc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,-31,-79,17,4.46,NaN,0.001,uncorrected,oc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,20,-59,-2,4.39,NaN,0.001,uncorrected,oc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,-25,-64,-3,4.16,NaN,0.001,uncorrected,oc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,neg,yes,yes,yes,NaN,267,unpleasant,neutral,missing_info,rating,-7,-85,5,5.23,NaN,0.001,uncorrected,oc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,pos,yes,yes,yes,NaN,268,pleasant,neutral,missing_info,rating,-2,-25,-27,6.03,NaN,0.001,uncorrected,pcc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,pos,yes,yes,yes,NaN,268,pleasant,neutral,missing_info,rating,8,-52,26,5.49,NaN,0.001,uncorrected,pcc,NaN,0.75,foreground,yes,stimulus,neutral,n
Paradiso99,no,PET,no,T88,17,10,b,exp,fixed,pictures,visual,aff,pos,yes,yes,yes,NaN,268,pleasant,neutral,missing_info,rating,10,-81,4,3.9,NaN,0.001,uncorrected,oc,NaN,0.75,foreground,yes,stimulus,neutral,n
Pardo93,mask,PET,no,T88,7,3,b,exp,fixed,pers_event,recall,sad,neg,yes,yes,yes,NaN,269,sad,rest,missing_info,recall,-2,43,33,3.7,NaN,0.02,uncorrected,lpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Pardo93,mask,PET,no,T88,7,3,b,exp,fixed,pers_event,recall,sad,neg,yes,yes,yes,NaN,269,sad,rest,missing_info,recall,24,11,55,2.9,NaN,0.02,uncorrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Pardo93,mask,PET,no,T88,7,3,b,exp,fixed,pers_event,recall,sad,neg,yes,yes,yes,NaN,269,sad,rest,missing_info,recall,-24,27,59,2.5,NaN,0.02,uncorrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Pardo93,mask,PET,no,T88,7,3,b,exp,fixed,pers_event,recall,sad,neg,yes,yes,yes,NaN,269,sad,rest,missing_info,recall,14,11,65,2.4,NaN,0.02,uncorrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,-2,38,-4,6.94,NaN,0.05,corrected,scc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,0,-52,28,5.64,NaN,0.05,corrected,pcc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,0,-58,28,5.54,NaN,0.05,corrected,pcc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,12,38,36,3.78,NaN,0.05,corrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,18,42,32,3.86,NaN,0.05,corrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,-10,46,24,5.51,NaN,0.05,corrected,mpfc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,42,0,-24,5.77,NaN,0.05,corrected,tc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,-44,2,-24,4.57,NaN,0.05,corrected,tc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,50,-16,-12,4.33,NaN,0.05,corrected,tc,NaN,0.75,foreground,yes,feeling,neutral,n
Partiot95,mask,PET,no,T88,12,NaN,NaN,exp,fixed,scenario,imagery,sad,neg,no,no,no,NaN,270,sad,neutral,imagery,imagery,-46,-8,-20,4.21,NaN,0.05,corrected,tc,NaN,0.75,foreground,yes,feeling,neutral,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,-38,-49,-19,NaN,NaN,0.001,uncorrected,L_fusiform,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,21,-57,-12,NaN,NaN,0.001,uncorrected,R_fusiform,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,-52,-21,1,NaN,NaN,0.001,uncorrected,L_STS,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,45,-45,22,NaN,NaN,0.001,uncorrected,R_STS,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,-19,-6,-10,NaN,NaN,0.001,uncorrected,L_amygdala,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,271,NaN,NaN,NaN,NaN,25,-7,-9,NaN,NaN,0.001,uncorrected,R_amygdala,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,-9,-9,-8,NaN,NaN,0.001,uncorrected,L_accumbens,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,11,9,-9,NaN,NaN,0.001,uncorrected,R_Accumbens,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,-51,-6,9,NaN,NaN,0.001,uncorrected,L_insula,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,45,-5,4,NaN,NaN,0.001,uncorrected,R_insula,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,0,53,8,NaN,NaN,0.001,uncorrected,medial_Fp,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_neutral,272,NaN,NaN,NaN,NaN,0,-75,7,NaN,NaN,0.001,uncorrected,calcarine,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,272,NaN,NaN,NaN,NaN,1,-74,5,NaN,NaN,0.001,uncorrected,calcarine,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,272,NaN,NaN,NaN,NaN,-34,-83,-7,NaN,NaN,0.001,uncorrected,L_MOG,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,272,NaN,NaN,NaN,NaN,33,-83,-7,NaN,NaN,0.001,uncorrected,R_MOG,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,272,NaN,NaN,NaN,NaN,-43,-73,10,NaN,NaN,0.001,uncorrected,L_MOG,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,272,NaN,NaN,NaN,NaN,45,-66,13,NaN,NaN,0.001,uncorrected,R_MOG,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,273,NaN,NaN,NaN,NaN,17,-53,-12,NaN,NaN,0.001,uncorrected,R_fusiform,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,273,NaN,NaN,NaN,NaN,-58,-38,11,NaN,NaN,0.001,uncorrected,L_STS,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,273,NaN,NaN,NaN,NaN,45,-58,18,NaN,NaN,0.001,uncorrected,R_STS,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,273,NaN,NaN,NaN,NaN,-20,-9,-19,NaN,NaN,0.001,uncorrected,L_amygdala,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,no,T88,21,8,b,per,fixed,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_happy,274,NaN,NaN,NaN,NaN,9,4,3,NaN,NaN,0.001,uncorrected,R_cingulate,NaN,0.75,background,yes,NaN,NaN,n
Pessoa2002,no,fMRI,yes,T88,21,8,b,per,fixed,voices,auditory,fear,neg,NaN,NaN,NaN,fear_vs_happy,275,NaN,NaN,NaN,NaN,10,-13,-13,NaN,NaN,0.001,uncorrected,R_VMPFC_OFC,NaN,0.75,background,yes,NaN,NaN,n
